,Num,power_d,power_u,speed_d,speed_u
0,1.0,0.0,0.0,0.0,0.0
1,2.0,0.0,53.8439421197,0.025025025025,0.025025025025
2,3.0,0.0,111.326188883,0.0500500500501,0.0500500500501
3,4.0,0.0,172.446740291,0.0750750750751,0.0750750750751
4,5.0,0.0,237.205596342,0.1001001001,0.1001001001
5,6.0,0.0,305.602757037,0.125125125125,0.125125125125
6,7.0,0.0,377.638222377,0.15015015015,0.15015015015
7,8.0,0.0,453.31199236,0.175175175175,0.175175175175
8,9.0,0.0,532.624066987,0.2002002002,0.2002002002
9,10.0,0.0,615.574446258,0.225225225225,0.225225225225
10,11.0,0.0,702.163130172,0.25025025025,0.25025025025
11,12.0,0.0,792.390118731,0.275275275275,0.275275275275
12,13.0,0.0,886.255411933,0.3003003003,0.3003003003
13,14.0,0.0,983.75900978,0.325325325325,0.325325325325
14,15.0,0.0,1084.90091227,0.35035035035,0.35035035035
15,16.0,0.0,1189.6811194,0.375375375375,0.375375375375
16,17.0,0.0,1298.09963118,0.4004004004,0.4004004004
17,18.0,0.0,1410.1564476,0.425425425425,0.425425425425
18,19.0,0.0,1525.85156867,0.45045045045,0.45045045045
19,20.0,0.0,1645.18499438,0.475475475475,0.475475475475
20,21.0,0.0,1768.15672473,0.500500500501,0.500500500501
21,22.0,0.0,1894.76675973,0.525525525526,0.525525525526
22,23.0,0.0,2025.01509937,0.550550550551,0.550550550551
23,24.0,0.0,2158.90174366,0.575575575576,0.575575575576
24,25.0,0.0,2296.42669259,0.600600600601,0.600600600601
25,26.0,0.0,2437.58994616,0.625625625626,0.625625625626
26,27.0,0.0,2582.39150438,0.650650650651,0.650650650651
27,28.0,0.0,2730.83136724,0.675675675676,0.675675675676
28,29.0,0.0,2882.90953474,0.700700700701,0.700700700701
29,30.0,0.0,3038.62600689,0.725725725726,0.725725725726
30,31.0,0.0,3197.98078368,0.750750750751,0.750750750751
31,32.0,0.0,3360.97386512,0.775775775776,0.775775775776
32,33.0,0.0,3527.6052512,0.800800800801,0.800800800801
33,34.0,0.0,3697.87494193,0.825825825826,0.825825825826
34,35.0,0.0,3871.78293729,0.850850850851,0.850850850851
35,36.0,0.0,4049.32923731,0.875875875876,0.875875875876
36,37.0,0.0,4230.51384196,0.900900900901,0.900900900901
37,38.0,0.0,4415.33675126,0.925925925926,0.925925925926
38,39.0,0.0,4603.79796521,0.950950950951,0.950950950951
39,40.0,0.0,4795.89748379,0.975975975976,0.975975975976
40,41.0,0.0,4991.63530702,1.001001001,1.001001001
41,42.0,0.0,5191.0114349,1.02602602603,1.02602602603
42,43.0,0.0,5394.02586742,1.05105105105,1.05105105105
43,44.0,0.0,5600.67860458,1.07607607608,1.07607607608
44,45.0,0.0,5810.96964639,1.1011011011,1.1011011011
45,46.0,0.0,6024.89899284,1.12612612613,1.12612612613
46,47.0,0.0,6242.46664394,1.15115115115,1.15115115115
47,48.0,0.0,6463.67259967,1.17617617618,1.17617617618
48,49.0,0.0,6688.51686006,1.2012012012,1.2012012012
49,50.0,0.0,6916.99942508,1.22622622623,1.22622622623
50,51.0,0.0,7149.12029475,1.25125125125,1.25125125125
51,52.0,0.0,7384.87946907,1.27627627628,1.27627627628
52,53.0,0.0,7624.27694803,1.3013013013,1.3013013013
53,54.0,0.0,7867.31273163,1.32632632633,1.32632632633
54,55.0,0.0,8113.98681987,1.35135135135,1.35135135135
55,56.0,0.0,8364.29921276,1.37637637638,1.37637637638
56,57.0,0.0,8618.2499103,1.4014014014,1.4014014014
57,58.0,0.0,8875.83891248,1.42642642643,1.42642642643
58,59.0,0.0,9137.0662193,1.45145145145,1.45145145145
59,60.0,0.0,9401.93183076,1.47647647648,1.47647647648
60,61.0,0.0,9670.43574687,1.5015015015,1.5015015015
61,62.0,0.0,9942.57796762,1.52652652653,1.52652652653
62,63.0,0.0,10218.358493,1.55155155155,1.55155155155
63,64.0,0.0,10497.7708116,1.57657657658,1.57657657658
64,65.0,0.0,10780.4910084,1.6016016016,1.6016016016
65,66.0,0.0,11066.3387481,1.62662662663,1.62662662663
66,67.0,0.0,11355.3140308,1.65165165165,1.65165165165
67,68.0,0.0,11647.4168564,1.67667667668,1.67667667668
68,69.0,0.0,11942.6472251,1.7017017017,1.7017017017
69,70.0,0.0,12241.0051367,1.72672672673,1.72672672673
70,71.0,0.0,12542.4905912,1.75175175175,1.75175175175
71,72.0,0.0,12847.1035888,1.77677677678,1.77677677678
72,73.0,0.0,13154.8441293,1.8018018018,1.8018018018
73,74.0,0.0,13465.7122128,1.82682682683,1.82682682683
74,75.0,0.0,13779.7078392,1.85185185185,1.85185185185
75,76.0,0.0,14096.8310087,1.87687687688,1.87687687688
76,77.0,0.0,14417.0817211,1.9019019019,1.9019019019
77,78.0,0.0,14740.4599764,1.92692692693,1.92692692693
78,79.0,0.0,15066.9657748,1.95195195195,1.95195195195
79,80.0,0.0,15396.5991161,1.97697697698,1.97697697698
80,81.0,0.0,15729.3600004,2.002002002,2.002002002
81,82.0,0.0,16065.2484276,2.02702702703,2.02702702703
82,83.0,0.0,16404.2643978,2.05205205205,2.05205205205
83,84.0,0.0,16746.407911,2.07707707708,2.07707707708
84,85.0,0.0,17091.6789672,2.1021021021,2.1021021021
85,86.0,0.0,17440.0775663,2.12712712713,2.12712712713
86,87.0,0.0,17791.6037084,2.15215215215,2.15215215215
87,88.0,0.0,18146.2573935,2.17717717718,2.17717717718
88,89.0,0.0,18504.0386216,2.2022022022,2.2022022022
89,90.0,0.0,18864.9473926,2.22722722723,2.22722722723
90,91.0,0.0,19228.9837066,2.25225225225,2.25225225225
91,92.0,0.0,19596.1475635,2.27727727728,2.27727727728
92,93.0,0.0,19966.4389635,2.3023023023,2.3023023023
93,94.0,0.0,20339.8579064,2.32732732733,2.32732732733
94,95.0,0.0,20716.4043923,2.35235235235,2.35235235235
95,96.0,0.0,21097.3305679,2.37737737738,2.37737737738
96,97.0,0.0,21485.8081361,2.4024024024,2.4024024024
97,98.0,0.0,21881.9924508,2.42742742743,2.42742742743
98,99.0,0.0,22285.8835117,2.45245245245,2.45245245245
99,100.0,0.0,22697.4813191,2.47747747748,2.47747747748
100,101.0,0.0,23116.7858727,2.5025025025,2.5025025025
101,102.0,0.0,23543.7971728,2.52752752753,2.52752752753
102,103.0,0.0,23978.5152192,2.55255255255,2.55255255255
103,104.0,0.0,24420.9400119,2.57757757758,2.57757757758
104,105.0,0.0,24871.071551,2.6026026026,2.6026026026
105,106.0,0.0,25328.9098364,2.62762762763,2.62762762763
106,107.0,0.0,25794.4548682,2.65265265265,2.65265265265
107,108.0,0.0,26267.7066464,2.67767767768,2.67767767768
108,109.0,0.0,26748.6651709,2.7027027027,2.7027027027
109,110.0,0.0,27237.3304417,2.72772772773,2.72772772773
110,111.0,0.0,27733.7024589,2.75275275275,2.75275275275
111,112.0,0.0,28237.7812225,2.77777777778,2.77777777778
112,113.0,0.0,28749.5667324,2.8028028028,2.8028028028
113,114.0,0.0,29269.0589887,2.82782782783,2.82782782783
114,115.0,0.0,29796.2579913,2.85285285285,2.85285285285
115,116.0,0.0,30331.1637403,2.87787787788,2.87787787788
116,117.0,0.0,30873.7762356,2.9029029029,2.9029029029
117,118.0,286.249070486,31424.0954773,2.92792792793,2.92792792793
118,119.0,599.727352991,31982.1214653,2.95295295295,2.95295295295
119,120.0,918.477359382,32547.8541997,2.97797797798,2.97797797798
120,121.0,1242.49908966,33121.2936804,3.003003003,3.003003003
121,122.0,1571.79254382,33702.4399075,3.02802802803,3.02802802803
122,123.0,1906.35772187,34291.2928809,3.05305305305,3.05305305305
123,124.0,2246.1946238,34885.4120844,3.07807807808,3.07807807808
124,125.0,2591.30324962,35481.7778494,3.1031031031,3.1031031031
125,126.0,2941.68359932,36080.381832,3.12812812813,3.12812812813
126,127.0,3297.33567291,36681.2240321,3.15315315315,3.15315315315
127,128.0,3658.25947039,37284.3044498,3.17817817818,3.17817817818
128,129.0,4024.45499175,37889.623085,3.2032032032,3.2032032032
129,130.0,4395.922237,38497.1799378,3.22822822823,3.22822822823
130,131.0,4772.66120613,39106.975008,3.25325325325,3.25325325325
131,132.0,5154.67189915,39719.0082959,3.27827827828,3.27827827828
132,133.0,5541.95431605,40333.2798013,3.3033033033,3.3033033033
133,134.0,5934.50845684,40949.7895242,3.32832832833,3.32832832833
134,135.0,6332.33432152,41568.5374646,3.35335335335,3.35335335335
135,136.0,6735.43191008,42189.5236226,3.37837837838,3.37837837838
136,137.0,7143.80122253,42812.7479982,3.4034034034,3.4034034034
137,138.0,7557.44225886,43438.2105913,3.42842842843,3.42842842843
138,139.0,7976.35501908,44065.9114019,3.45345345345,3.45345345345
139,140.0,8400.53950318,44695.85043,3.47847847848,3.47847847848
140,141.0,8829.99571117,45328.0276757,3.5035035035,3.5035035035
141,142.0,9264.72364305,45962.443139,3.52852852853,3.52852852853
142,143.0,9702.922641,46599.0968198,3.55355355355,3.55355355355
143,144.0,10137.4324781,47237.9887181,3.57857857858,3.57857857858
144,145.0,10567.5126123,47879.118834,3.6036036036,3.6036036036
145,146.0,10993.1630433,48522.4871674,3.62862862863,3.62862862863
146,147.0,11414.3837714,49168.0937184,3.65365365365,3.65365365365
147,148.0,11831.1747965,49815.9384868,3.67867867868,3.67867867868
148,149.0,12243.5361185,50464.6754083,3.7037037037,3.7037037037
149,150.0,12651.4677375,51108.0601262,3.72872872873,3.72872872873
150,151.0,13054.9696535,51745.307217,3.75375375375,3.75375375375
151,152.0,13454.0418664,52376.4166809,3.77877877878,3.77877877878
152,153.0,13848.6843763,53001.3885179,3.8038038038,3.8038038038
153,154.0,14238.8971832,53620.2227278,3.82882882883,3.82882882883
154,155.0,14624.6802871,54232.9193107,3.85385385385,3.85385385385
155,156.0,15006.033688,54839.4782667,3.87887887888,3.87887887888
156,157.0,15382.9573858,55439.8995957,3.9039039039,3.9039039039
157,158.0,15755.4513806,56034.1832977,3.92892892893,3.92892892893
158,159.0,16123.5156724,56622.3293728,3.95395395395,3.95395395395
159,160.0,16487.1502612,57204.3378208,3.97897897898,3.97897897898
160,161.0,16846.3551469,57780.2086419,4.004004004,4.004004004
161,162.0,17201.1303297,58349.941836,4.02902902903,4.02902902903
162,163.0,17551.4758094,58913.5374031,4.05405405405,4.05405405405
163,164.0,17897.391586,59470.9953432,4.07907907908,4.07907907908
164,165.0,18238.8776597,60022.3156564,4.1041041041,4.1041041041
165,166.0,18575.9340303,60567.4983426,4.12912912913,4.12912912913
166,167.0,18908.5606979,61106.5434017,4.15415415415,4.15415415415
167,168.0,19236.7576625,61639.450834,4.17917917918,4.17917917918
168,169.0,19560.5249241,62166.2206392,4.2042042042,4.2042042042
169,170.0,19879.8624826,62686.8528174,4.22922922923,4.22922922923
170,171.0,20194.7703381,63201.3473687,4.25425425425,4.25425425425
171,172.0,20505.2484906,63709.704293,4.27927927928,4.27927927928
172,173.0,20811.2969401,64211.9235903,4.3043043043,4.3043043043
173,174.0,21112.9156865,64708.0052607,4.32932932933,4.32932932933
174,175.0,21410.10473,65197.949304,4.35435435435,4.35435435435
175,176.0,21702.8640704,65681.7557204,4.37937937938,4.37937937938
176,177.0,21991.1937077,66159.4245098,4.4044044044,4.4044044044
177,178.0,22275.0936421,66633.3533559,4.42942942943,4.42942942943
178,179.0,22554.5638734,67114.7990712,4.45445445445,4.45445445445
179,180.0,22829.6044017,67605.1979123,4.47947947948,4.47947947948
180,181.0,23100.215227,68104.5498794,4.5045045045,4.5045045045
181,182.0,23366.3963493,68612.8549722,4.52952952953,4.52952952953
182,183.0,23628.1477685,69130.113191,4.55455455455,4.55455455455
183,184.0,23887.2591536,69656.3245356,4.57957957958,4.57957957958
184,185.0,24153.6002441,70191.4890061,4.6046046046,4.6046046046
185,186.0,24428.6793031,70735.6066024,4.62962962963,4.62962962963
186,187.0,24712.4963306,71288.6773246,4.65465465465,4.65465465465
187,188.0,25005.0513265,71850.7011727,4.67967967968,4.67967967968
188,189.0,25306.3442909,72421.6781466,4.7047047047,4.7047047047
189,190.0,25616.3752237,73001.6082464,4.72972972973,4.72972972973
190,191.0,25935.144125,73590.4914721,4.75475475475,4.75475475475
191,192.0,26262.6509948,74188.3278236,4.77977977978,4.77977977978
192,193.0,26598.895833,74795.117301,4.8048048048,4.8048048048
193,194.0,26943.8786396,75410.8599043,4.82982982983,4.82982982983
194,195.0,27297.5994147,76035.5556334,4.85485485485,4.85485485485
195,196.0,27660.0581583,76669.2044884,4.87987987988,4.87987987988
196,197.0,28031.2548703,77311.8064693,4.9049049049,4.9049049049
197,198.0,28411.1895508,77963.361576,4.92992992993,4.92992992993
198,199.0,28799.8621997,78623.8698086,4.95495495495,4.95495495495
199,200.0,29197.2728171,79293.3311671,4.97997997998,4.97997997998
200,201.0,29603.421403,79971.7456514,5.00500500501,5.00500500501
201,202.0,30018.3079573,80659.1132616,5.03003003003,5.03003003003
202,203.0,30441.93248,81355.453335,5.05505505506,5.05505505506
203,204.0,30874.2949713,82061.4948784,5.08008008008,5.08008008008
204,205.0,31315.3954309,82777.6088009,5.10510510511,5.10510510511
205,206.0,31765.2338591,83503.7951027,5.13013013013,5.13013013013
206,207.0,32223.8102556,84240.0537837,5.15515515516,5.15515515516
207,208.0,32691.1246207,84986.3848439,5.18018018018,5.18018018018
208,209.0,33167.1769542,85742.7882833,5.20520520521,5.20520520521
209,210.0,33651.9672561,86509.2641019,5.23023023023,5.23023023023
210,211.0,34145.4955265,87285.8122997,5.25525525526,5.25525525526
211,212.0,34647.7617654,88072.4328767,5.28028028028,5.28028028028
212,213.0,35158.7659727,88869.125833,5.30530530531,5.30530530531
213,214.0,35678.5081485,89675.8911684,5.33033033033,5.33033033033
214,215.0,36206.9882927,90492.7288831,5.35535535536,5.35535535536
215,216.0,36744.2064054,91319.638977,5.38038038038,5.38038038038
216,217.0,37290.1624865,92156.6214501,5.40540540541,5.40540540541
217,218.0,37844.8565361,93003.6763024,5.43043043043,5.43043043043
218,219.0,38408.2885542,93860.8035339,5.45545545546,5.45545545546
219,220.0,38980.4585407,94728.0031446,5.48048048048,5.48048048048
220,221.0,39561.3664956,95605.2751345,5.50550550551,5.50550550551
221,222.0,40151.0124191,96492.6195037,5.53053053053,5.53053053053
222,223.0,40749.3963109,97390.036252,5.55555555556,5.55555555556
223,224.0,41356.5181713,98297.5253796,5.58058058058,5.58058058058
224,225.0,41972.378,99215.0868863,5.60560560561,5.60560560561
225,226.0,42596.9757973,100142.720772,5.63063063063,5.63063063063
226,227.0,43230.311563,101080.424409,5.65565565566,5.65565565566
227,228.0,43872.3852971,102018.268587,5.68068068068,5.68068068068
228,229.0,44523.1969997,102946.952141,5.70570570571,5.70570570571
229,230.0,45182.7466708,103866.47507,5.73073073073,5.73073073073
230,231.0,45851.0343103,104776.837376,5.75575575576,5.75575575576
231,232.0,46528.0599183,105678.039058,5.78078078078,5.78078078078
232,233.0,47213.8234947,106570.080115,5.80580580581,5.80580580581
233,234.0,47908.3250396,107452.960549,5.83083083083,5.83083083083
234,235.0,48611.564553,108326.680358,5.85585585586,5.85585585586
235,236.0,49323.5420348,109191.239543,5.88088088088,5.88088088088
236,237.0,50044.257485,110046.638105,5.90590590591,5.90590590591
237,238.0,50773.7109037,110892.876042,5.93093093093,5.93093093093
238,239.0,51511.9022909,111729.953355,5.95595595596,5.95595595596
239,240.0,52258.8316465,112557.870044,5.98098098098,5.98098098098
240,241.0,53014.4989706,113376.62611,6.00600600601,6.00600600601
241,242.0,53777.8908225,114186.221551,6.03103103103,6.03103103103
242,243.0,54543.2755184,114986.656368,6.05605605606,6.05605605606
243,244.0,55309.7536688,115777.930561,6.08108108108,6.08108108108
244,245.0,56077.3252737,116560.04413,6.10610610611,6.10610610611
245,246.0,56845.9903332,117332.997074,6.13113113113,6.13113113113
246,247.0,57615.7488472,118096.789395,6.15615615616,6.15615615616
247,248.0,58386.6008157,118851.421092,6.18118118118,6.18118118118
248,249.0,59158.5462388,119596.892165,6.20620620621,6.20620620621
249,250.0,59931.5851165,120333.202613,6.23123123123,6.23123123123
250,251.0,60705.7174486,121060.352438,6.25625625626,6.25625625626
251,252.0,61480.9432354,121778.341639,6.28128128128,6.28128128128
252,253.0,62257.2624766,122494.443611,6.30630630631,6.30630630631
253,254.0,63034.6751724,123234.715978,6.33133133133,6.33133133133
254,255.0,63813.1813227,124001.48599,6.35635635636,6.35635635636
255,256.0,64592.7809276,124794.753645,6.38138138138,6.38138138138
256,257.0,65373.473987,125614.518944,6.40640640641,6.40640640641
257,258.0,66155.260501,126460.781886,6.43143143143,6.43143143143
258,259.0,66938.1404694,127333.542473,6.45645645646,6.45645645646
259,260.0,67722.1138925,128232.800704,6.48148148148,6.48148148148
260,261.0,68507.18077,129158.556578,6.50650650651,6.50650650651
261,262.0,69293.3411021,130110.810097,6.53153153153,6.53153153153
262,263.0,70080.5948888,131089.561259,6.55655655656,6.55655655656
263,264.0,70868.94213,132094.810065,6.58158158158,6.58158158158
264,265.0,71658.3828257,133126.556515,6.60660660661,6.60660660661
265,266.0,72448.916976,134184.800609,6.63163163163,6.63163163163
266,267.0,73240.5445808,135269.542347,6.65665665666,6.65665665666
267,268.0,74033.2656401,136380.781729,6.68168168168,6.68168168168
268,269.0,74827.080154,137518.518755,6.70670670671,6.70670670671
269,270.0,75621.9881224,138682.753425,6.73173173173,6.73173173173
270,271.0,76417.9895454,139873.485738,6.75675675676,6.75675675676
271,272.0,77215.0844229,141090.715695,6.78178178178,6.78178178178
272,273.0,78013.2727549,142334.443297,6.80680680681,6.80680680681
273,274.0,78812.5545415,143604.668542,6.83183183183,6.83183183183
274,275.0,79612.9297826,144901.391431,6.85685685686,6.85685685686
275,276.0,80414.3984783,146224.611964,6.88188188188,6.88188188188
276,277.0,81216.9606285,147574.330141,6.90690690691,6.90690690691
277,278.0,82020.6162332,148949.1927,6.93193193193,6.93193193193
278,279.0,82825.3652925,150321.649101,6.95695695696,6.95695695696
279,280.0,83631.2078063,151680.837635,6.98198198198,6.98198198198
280,281.0,84438.1437746,153026.758302,7.00700700701,7.00700700701
281,282.0,85246.1731975,154359.411103,7.03203203203,7.03203203203
282,283.0,86055.296075,155678.796037,7.05705705706,7.05705705706
283,284.0,86865.5124069,156984.913105,7.08208208208,7.08208208208
284,285.0,87676.8221935,158277.762306,7.10710710711,7.10710710711
285,286.0,88489.2254345,159557.34364,7.13213213213,7.13213213213
286,287.0,89302.7221301,160823.657107,7.15715715716,7.15715715716
287,288.0,90117.3122802,162076.702708,7.18218218218,7.18218218218
288,289.0,90932.9958849,163316.480442,7.20720720721,7.20720720721
289,290.0,91749.7729441,164542.990309,7.23223223223,7.23223223223
290,291.0,92567.6434579,165756.23231,7.25725725726,7.25725725726
291,292.0,93389.0433709,166956.206444,7.28228228228,7.28228228228
292,293.0,94216.7361271,168142.912712,7.30730730731,7.30730730731
293,294.0,95050.7244332,169316.351112,7.33233233233,7.33233233233
294,295.0,95891.0082891,170476.521647,7.35735735736,7.35735735736
295,296.0,96737.5876949,171623.424314,7.38238238238,7.38238238238
296,297.0,97590.4626505,172757.059115,7.40740740741,7.40740740741
297,298.0,98449.6331559,173877.426049,7.43243243243,7.43243243243
298,299.0,99315.0992112,174984.525116,7.45745745746,7.45745745746
299,300.0,100186.860816,176078.356317,7.48248248248,7.48248248248
300,301.0,101064.917971,177158.919651,7.50750750751,7.50750750751
301,302.0,101949.270676,178226.233669,7.53253253253,7.53253253253
302,303.0,102839.918931,179282.880752,7.55755755756,7.55755755756
303,304.0,103736.862735,180330.688267,7.58258258258,7.58258258258
304,305.0,104640.102089,181369.656216,7.60760760761,7.60760760761
305,306.0,105549.636994,182399.784598,7.63263263263,7.63263263263
306,307.0,106465.467448,183421.073412,7.65765765766,7.65765765766
307,308.0,107387.593451,184433.522659,7.68268268268,7.68268268268
308,309.0,108316.015005,185437.13234,7.70770770771,7.70770770771
309,310.0,109250.732109,186431.902453,7.73273273273,7.73273273273
310,311.0,110191.744762,187417.832999,7.75775775776,7.75775775776
311,312.0,111139.052965,188394.923978,7.78278278278,7.78278278278
312,313.0,112092.656718,189363.175391,7.80780780781,7.80780780781
313,314.0,113052.556021,190322.587236,7.83283283283,7.83283283283
314,315.0,114018.750874,191273.159513,7.85785785786,7.85785785786
315,316.0,114991.241276,192214.892224,7.88288288288,7.88288288288
316,317.0,115970.027229,193147.785368,7.90790790791,7.90790790791
317,318.0,116955.108731,194071.838945,7.93293293293,7.93293293293
318,319.0,117946.485783,194987.052955,7.95795795796,7.95795795796
319,320.0,118944.158385,195893.427397,7.98298298298,7.98298298298
320,321.0,119948.126536,196790.962273,8.00800800801,8.00800800801
321,322.0,120958.390238,197679.657581,8.03303303303,8.03303303303
322,323.0,121974.949489,198568.322177,8.05805805806,8.05805805806
323,324.0,122997.804291,199500.890149,8.08308308308,8.08308308308
324,325.0,124026.954642,200483.374694,8.10810810811,8.10810810811
325,326.0,125062.400543,201515.775815,8.13313313313,8.13313313313
326,327.0,126104.141993,202598.09351,8.15815815816,8.15815815816
327,328.0,127152.178994,203730.32778,8.18318318318,8.18318318318
328,329.0,128206.511544,204912.478625,8.20820820821,8.20820820821
329,330.0,129267.139645,206144.546044,8.23323323323,8.23323323323
330,331.0,130334.063295,207426.530038,8.25825825826,8.25825825826
331,332.0,131407.282495,208758.430607,8.28328328328,8.28328328328
332,333.0,132478.685553,210140.24775,8.30830830831,8.30830830831
333,334.0,133535.578163,211571.981468,8.33333333333,8.33333333333
334,335.0,134577.809025,213053.631761,8.35835835836,8.35835835836
335,336.0,135605.37814,214585.198629,8.38338338338,8.38338338338
336,337.0,136618.285508,216166.682071,8.40840840841,8.40840840841
337,338.0,137616.531128,217798.082088,8.43343343343,8.43343343343
338,339.0,138600.115002,219479.398679,8.45845845846,8.45845845846
339,340.0,139569.037127,221210.631845,8.48348348348,8.48348348348
340,341.0,140523.297506,222983.754989,8.50850850851,8.50850850851
341,342.0,141462.896137,224731.270541,8.53353353353,8.53353353353
342,343.0,142387.83302,226437.94231,8.55855855856,8.55855855856
343,344.0,143298.108157,228103.770296,8.58358358358,8.58358358358
344,345.0,144193.721546,229728.7545,8.60860860861,8.60860860861
345,346.0,145074.673187,231312.894922,8.63363363363,8.63363363363
346,347.0,145940.963082,232856.191561,8.65865865866,8.65865865866
347,348.0,146792.591229,234358.644418,8.68368368368,8.68368368368
348,349.0,147629.557628,235820.253492,8.70870870871,8.70870870871
349,350.0,148451.862281,237241.018784,8.73373373373,8.73373373373
350,351.0,149259.505186,238620.940294,8.75875875876,8.75875875876
351,352.0,150052.486343,239960.018021,8.78378378378,8.78378378378
352,353.0,150830.805754,241258.251965,8.80880880881,8.80880880881
353,354.0,151594.463417,242515.642128,8.83383383383,8.83383383383
354,355.0,152343.459332,243732.188507,8.85885885886,8.85885885886
355,356.0,153077.7935,244907.891105,8.88388388388,8.88388388388
356,357.0,153797.465921,246042.74992,8.90890890891,8.90890890891
357,358.0,154502.476595,247136.764952,8.93393393393,8.93393393393
358,359.0,155192.825521,248192.84935,8.95895895896,8.95895895896
359,360.0,155868.5127,249258.831366,8.98398398398,8.98398398398
360,361.0,156529.538132,250351.583055,9.00900900901,9.00900900901
361,362.0,157175.901816,251471.104416,9.03403403403,9.03403403403
362,363.0,157807.603753,252617.395451,9.05905905906,9.05905905906
363,364.0,158424.643943,253790.456158,9.08408408408,9.08408408408
364,365.0,159027.022385,254990.286538,9.10910910911,9.10910910911
365,366.0,159614.73908,256216.88659,9.13413413413,9.13413413413
366,367.0,160187.794027,257470.256316,9.15915915916,9.15915915916
367,368.0,160746.187228,258750.395714,9.18418418418,9.18418418418
368,369.0,161289.918681,260057.304785,9.20920920921,9.20920920921
369,370.0,161822.655727,261390.983529,9.23423423423,9.23423423423
370,371.0,162375.694483,262751.431945,9.25925925926,9.25925925926
371,372.0,162956.183307,264138.650034,9.28428428428,9.28428428428
372,373.0,163564.122198,265552.637796,9.30930930931,9.30930930931
373,374.0,164199.511156,266993.395231,9.33433433433,9.33433433433
374,375.0,164862.350182,268446.608524,9.35935935936,9.35935935936
375,376.0,165552.639276,269849.794961,9.38438438438,9.38438438438
376,377.0,166270.378436,271195.659648,9.40940940941,9.40940940941
377,378.0,167015.567665,272484.202585,9.43443443443,9.43443443443
378,379.0,167788.20696,273715.423772,9.45945945946,9.45945945946
379,380.0,168588.296323,274889.32321,9.48448448448,9.48448448448
380,381.0,169415.835754,276005.900899,9.50950950951,9.50950950951
381,382.0,170270.825252,277065.156837,9.53453453453,9.53453453453
382,383.0,171153.264817,278067.091026,9.55955955956,9.55955955956
383,384.0,172063.15445,279011.703465,9.58458458458,9.58458458458
